vendor,price,category,name,vendor rating
breadsdrugged,USD 3.99,Methods,UBER FRAUD PACK > MAKE $2500 MONTHL,4.9
DrunkDragon,USD 0.99,Malware,SourceForge Phishing Page,4.3
HarleyQuinn,USD 3.99,Malware,Get Access To Any Phone Bypass Passcodes Hack iCloud 2021,4.3
Fullzipp,USD 3,Hacking,Super Bluetooth - Hack Phones - Call Premium numbe,3.0
blackmarket,USD 30,Other,NEW!!! 10K Instagram Followers $30 + system access,5.0
HappyShopOrigi,USD 15.63,Methods,PAYPAL LOGIN+PAYPAL CASHOUT TO BTC,4.6
HarleyQuinn,USD 1.99,Genuine,Super Nintendo Entertainment System Loader with Complete US Romset and Front End Interface,4.3
TheDangerousTomato,USD 3.99,Methods,The XSS Bible (complete guide to be pro),4.7
breadsdrugged,USD 3.99,Hacking,#1 Ultimate Android Carding Setup > NO ROOTING > CASHOUT - INSTANT DELIVERY,4.9
GoldApple,USD 4.99,Malware,Chase Phishing Pages + Tutorial,5.0
g3cko,USD 4.9,Genuine,Autodesk AUTOCAD 2020 - full cracked version,4.1
blackmarket,USD 50,Other,Add $50 or more to Private System Social Media Services,5.0
g3cko,USD 1.98,Cracked,Wifi password auto hack soft with tutorial- works!,4.1
rvaska,USD 2.99,Genuine,PAYPAL RECEIPT GENERATOR - INSTANT DELIVERY,4.7
DrunkDragon,USD 0.99,Malware,Paypal Phishing Page,4.3
breadsdrugged,USD 3.99,Genuine,PRINT USPS/FEDEX/CANADA POST LABELS ANONYMOUS,4.9
g3cko,USD 10,Hacking,Hacking Tools 2021,4.1
breadsdrugged,USD 3.99,Exploit,UPDATED - HOW TO SAFELY PASS COUNTERFEIT MONEY,4.9
breadsdrugged,USD 3.99,Other,ANTIDETECT 7.3 + FRAUDFOX VM +4000Configs,4.9
breadsdrugged,USD 89.99,Cracked,SOCKS5 CLEAN PROXY - ANY Country | RESIDENTIAL SOCKS | 14 days Duration,4.9
mrq1234,USD 3.96,Software,ID TEMPLATE MEGAPACK + GBs OF BONUS TUTORIALS - BIGGEST AND HIGHEST QUALITY,5.0
katarinaa,USD 4,Other,"HQ 131K Mixed Combolist Fortnite, Minecraft, VPN, Netflix, Spotify",0.0
HarleyQuinn,USD 2.99,Methods,The Ultimate Guide to U.S Army Survival Skills - Instant Delivery,4.3
mrq1234,USD 3.96,Software,STEAM GAME KEYS SERVICE - 300%+ CLEAN PROFIT - TRUE STEAM SERVICE IS HERE!,5.0
mrq1234,USD 3.96,Software,#1 SERVICE SINCE 2015 - SPORT BETTING TIPSTER,5.0
katarinaa,USD 4,Other,168202 Extremely HQ MIXED Combo Fresh 2019 COMFRDE good for everything,0.0
HarleyQuinn,USD 1.99,Methods,How To Get A Free Anon Sim Card,4.3
Fullzipp,USD 14,Other,X1 EMV SOFTWARE UNLIMITED - NO LICENCE NEEDED,3.0
BitDark,USD 3.5,Cracked,TreeSize Professional v8.3.0.1658 (x64) Portable Pre-Activated,5.0
breadsdrugged,USD 4.99,Cracked,ULTIMATE GUIDE Make BIG MONEY on DARKMARKETS,4.9
enjoymyaccounts,USD 3.99,Services,Twitter REAL Followers x100 Fast Services + Warranty,4.8
DrunkDragon,USD 0.99,Cracked,TuneUp Utilities v12 + Crack,4.3
breadsdrugged,USD 3.99,Services,UBER FRAUD PACK > MAKE $2500 MONTHL,4.9
breadsdrugged,USD 3.99,Cracked,UBER FRAUD PACK > MAKE $2500 MONTHL,4.9
DrunkDragon,USD 0.99,Malware,Huge Crypter Pack Over 70 Different Crypters,4.3
HarleyQuinn,USD 3.99,Malware,Best on World - Easy Bitcoin Stealer + Address Generator +31 pages tutorial!!,4.3
g3cko,USD 1.98,Genuine,PowerISO 6.6,4.1
g3cko,USD 2,Methods,Must have security guide - Tor and the Dark Art of Anonymity !,4.1
g3cko,USD 3.47,Cracked,Loaris Trojan Remover - best guard against Trojans !,4.1
blackmarket,USD 6,Genuine,Advanced PDF Editor $6,5.0
Fullzipp,USD 5,Other,Antidetect 7.3 + 7.1R + 4.000 Configs,3.0
g3cko,USD 1.98,Other,Bestseller - Account Creator Extreme Version 4.2,4.1
breadsdrugged,USD 4.99,Malware,LATEST APPLE PAY CARDING MAKE THOUSANDS A DAY,4.9
DrunkDragon,USD 0.99,Genuine,DateMe 1.2 Script,4.3
Fullzipp,USD 6,Methods,PLATNIUM MOBILE CHECK FRAUD $$$ LIVE METHOD,3.0
HarleyQuinn,USD 1.99,Methods,Paladin Press - Hidden Street Weapons - Use Items as Weapons - Instant Delivery,4.3
HarleyQuinn,USD 1.99,Methods,How To Make Phishing Page From Any Site,4.3
Fullzipp,USD 4,Other,Traffic Bot (Drive Unlimited traffic),3.0
enjoymyaccounts,USD 3.99,Services,Instagram Views x1000 Fast Services + Warranty,4.8
breadsdrugged,USD 29.99,Methods,BENUMB INVITE CODE + LINK + KEY 100% VALID BEST CVV PRIVATE SHOP,4.9
HarleyQuinn,USD 2.49,Malware,VIDEO – Antidetect 7.3 - Custom Step by Step Video for Elite Hacking Tutorial,4.3
rvaska,USD 3.99,Hacking,ONE CLICK MAC ADDRESS CHANGER - INSTANT DELIVERY,4.7
enjoymyaccounts,USD 39.99,Services,Instagram Real Followers x5000 Fast Services + Warranty,4.8
Captain8,USD 10,Exploits,Remotely Hack A Smartphone To Get Its Text And Much More,0.0
g3cko,USD 3.02,Cracked,Great OCR - ABBYY FineReader 14 for Windows,4.1
DrunkDragon,USD 0.99,Cracked,Acunetix Web Vulnerability Scanner 10,4.3
digitalworld,USD 4.99,Hacking,-== Android latest software for successful carding ==-,4.9
breadsdrugged,USD 6.99,Exploit,LinkenSphere 6.7 MOD (7.0) - NEW GENERATION BROWSER FOR CARDING,4.9
enjoymyaccounts,USD 7.99,Services,Instagram Real Followers x1000 Fast Services + Warranty,4.8
breadsdrugged,USD 3.99,Other,UBER FRAUD PACK > MAKE $2500 MONTHL,4.9
breadsdrugged,USD 4.99,Cracked,ANTIDETECT 7.3 + FRAUDFOX VM + 4000Configs + CCLEANERPRO,4.9
g3cko,USD 2.08,Cracked,Photomizer 3 - Optimize and repair digital photos,4.1
breadsdrugged,USD 4.99,Services,ANTIDETECT 7.3 + FRAUDFOX VM + 4000Configs + CCLEANERPRO,4.9
DrunkDragon,USD 0.99,Other,Scribd Brute Checker,4.3
g3cko,USD 2.08,Cracked,Destroy all tracks - Secure Eraser Professional,4.1
breadsdrugged,USD 3.99,Services,FBI HACKING AND FORENSIC TOOLKIT HACK INTO PHONES - INSTANT DELIVERY,4.9
g3cko,USD 3.02,Genuine,COVADIS - Autocad design topographic plans,4.1
TheDangerousTomato,USD 4.99,Hacking,Mobile Forensic Toolkit (android + ios),4.7
digitalworld,USD 6.49,Exploit,-== ExpressVPN Mobile Account ==-,4.9
HarleyQuinn,USD 1.99,Methods,How Not To Get Caught or Arrested While Carding - Instant Delivery,4.3
enjoymyaccounts,USD 39.99,Services,Instagram REAL Likes x5000 Fast Services + Warranty,4.8
mrq1234,USD 3.96,Software,"5 IN 1 CODING BUNDLE - PYTHON, JAVA, C#, C++, JAVASCRIPT,... BUY 1 GET ALL",5.0
DrunkDragon,USD 0.99,Cracked,Netgate Spy Emergency + Crack,4.3
FionasBioShop,Sold 0 times in total,Other,Tips / Trinkgeld,4.8
HappyShopOrigi,USD 19.80,Software,BITCOIN STEALER FULL SOFTWARE+TUTORIAL VIDEO[2022] [Duplicate] [Duplicate],4.6
breadsdrugged,USD 3.99,Other,GUIDE CC/CVV TO GIFT CARDS >>Including VIDEO,4.9
DrunkDragon,USD 0.99,Other,NBA Brute Checker,4.3
HarleyQuinn,USD 1.99,Methods,The Dark Web and Cybercrime - Instant Delivery,4.3
g3cko,USD 3.47,Methods,Hacking University - Mobile Phone & App Hacking,4.1
colombiaconnection,USD 5.15,Methods,How to Install a Botnet,4.4
breadsdrugged,USD 3.99,Genuine,LATEST CC/CVV & FULLZ CASHOUT>ONLINE SHOPPING,4.9
breadsdrugged,USD 2.99,Cracked,LATEST Antidetect 7.3 +4000 CONFIGS,4.9
digitalworld,USD 2.99,Genuine,-== Mac Adress Changer software ==-,4.9
g3cko,USD 10.39,Hacking,MEGA PACK of HACKING TOOLS - big collection 2017,4.1
HarleyQuinn,USD 3.99,Malware,Bitcoin Wallet Stealer / Clipboard Changer Virus +31 pages tutorial,4.3
breadsdrugged,USD 3.99,Malware,$2752+ ULTIMATE POKER CC CASHOUT WORKS WORLDWIDE,4.9
Michelle,USD 1.99,Methods,Login To Hacked Paypal Accounts And Cashout,4.7
Pegasus,USD 1.99,Methods,How To Remotely Hack A Smartphone,3.7
KingAccount,USD 19.99,Services,Instagram Followers x4000 HIGH QUALITY - EXTRA Delivery - Warranty,5.0
trustar,USD 0.99,Other,X1 AND X2 SOFTWARE TO CLONE EMV CHIP ON CREDIT CARDS + VIDEO GUIDES,4.8
DrunkDragon,USD 0.99,Other,GhostSquad DDOS + Botnet Tools,4.3
g3cko,USD 1.98,Cracked,"Good Sync 9 , cracked , lifetime updates",4.1
DrunkDragon,USD 0.99,Malware,PornoTube Phishing Page,4.3
g3cko,USD 1.98,Genuine,Android emulator - must have for every proof,4.1
GoldApple,USD 4.99,Malware,BMO Phishing Pages + Tutorial,5.0
Michelle,USD 6.99,Malware,The Plain And Simple Bitcoin Stealer,4.7
breadsdrugged,USD 49.99,Genuine,The Most Powerful RAT Venom (550$) + Crypter + Binder 100% undetectable + XMR silent miner,4.9
k1to,USD 11.99,Malware,253 - Botnet Pack + Guide Cheapest Of All Time In All Dark Net Markets! - AUTO DELIVERY,4.7
breadsdrugged,USD 2.99,Services,LATEST Antidetect 7.3 +4000 CONFIGS,4.9
mrq1234,USD 3.96,Software,COMPLETE GUIDE TO BUILD A FREELANCE BUSINESS - BIG MONEY FROM HOME,5.0
Pegasus,USD 0.99,Methods,How To Be Totally Anonymous on Darknet And Clearweb,3.7
g3cko,USD 1.46,Genuine,WinRAR 5.30 Cracked 32 bit and 64 bit versions,4.1
breadsdrugged,USD 4.99,Malware,Computer CARDING Tools + RDP and SOCKS5 Providers - Stop KILLING Your Cards,4.9
KingAccount,USD 19.99,Services,Instagram LIKES x4000 HIGH QUALITY - EXTRA Delivery - Warranty,5.0
breadsdrugged,USD 14.99,Services,CASHOUT YOUR STOLEN CC/PAYPAL IN XMR MONERO,4.9
digitalworld,USD 4.99,Exploits,-== Vypr Vpn premium account ==-,4.9
breadsdrugged,USD 4.99,Hacking,LATEST APPLE PAY CARDING MAKE THOUSANDS A DAY,4.9
DrunkDragon,USD 0.99,Cracked,Premium Proxy Grabber,4.3
Michelle,USD 2.99,Hacking,Wifslax V41 Final WifiSoftware,4.7
HarleyQuinn,USD 0.99,Methods,The SAS Self-Defense Handbook: A Complete Guide to Unarmed Combat Techniques,4.3
GoldApple,USD 4.99,Malware,Blockchain Phishing Pages + Tutorial,5.0
DrunkDragon,USD 0.99,Genuine,OkDate 2.1 + Apps,4.3
Fullzipp,USD 14,Malware,RANSOMWARE / Ransomware Builder Master / For begin,3.0
breadsdrugged,USD 29.99,Other,BENUMB INVITE CODE + LINK + KEY 100% VALID BEST CVV PRIVATE SHOP,4.9
breadsdrugged,USD 3.99,Malware,EXTREMELY Detailed Amazon Refund Guide,4.9
breadsdrugged,USD 4.99,Malware,LATEST GUIDE CC/CVV PAYPAL>BTC V2.0,4.9
breadsdrugged,USD 3.99,Exploit,$2752+ ULTIMATE POKER CC CASHOUT WORKS WORLDWIDE,4.9
breadsdrugged,USD 3.99,Services,#1 Ultimate Android Carding Setup > NO ROOTING > CASHOUT - INSTANT DELIVERY,4.9
DrunkDragon,USD 0.99,Genuine,CSGO Turbo Clone Script,4.3
Michelle,USD 3.99,Malware,Bitcoin Stealing Virus For Unlimited Btc,4.7
breadsdrugged,USD 24.99,Malware,10 x Monero Silent Miner ! MINE XMR (STEALTH) USING INFECTED COMPUTERS Monero Miner + ANDROID MINER,4.9
breadsdrugged,USD 3.99,Cracked,EXTREMELY Detailed Amazon Refund Guide,4.9
Michelle,USD 4.99,Methods,Blackmailer - Make Millions Remotely,4.7
TheDangerousTomato,USD 4.99,Methods,CCNP Cisco Premium Security Course,4.7
g3cko,USD 3.02,Genuine,Become language master - Talk Now! 102 Languages !,4.1
digitalworld,USD 8.5,Exploits,-== Expressvpn Premium key ==-,4.9
DrunkDragon,USD 0.99,Other,Lynda Brute Checker,4.3
breadsdrugged,USD 3.99,Genuine,ULTIMATE LAUNDER MONEY. Convert illegal money,4.9
breadsdrugged,USD 3.99,Malware,LATEST CC/CVV & FULLZ CASHOUT>ONLINE SHOPPING,4.9
breadsdrugged,USD 3.99,Services,LATEST CASHOUT GUIDE CC/CVV Paypal to BTC,4.9
Michelle,USD 1.99,Methods,How To See Deleted Pastebin Posts,4.7
katarinaa,USD 6,Other,"I 100k HQ Combolist I For FortNUT, Netflix, Spoify, Steam, Uplay",0.0
Pegasus,USD 0.99,Methods,How to Safely Browse Darknet,3.7
times,USD 1.99,By,In Malware & Botnets,48
EUCarder,USD 17,Other,Voice Changer Software,4.2
Michelle,USD 2.99,Methods,Anonimity Starter Pack Best Tutos,4.7
HarleyQuinn,USD 1.99,Methods,Guide How To Spend Your Fake Money And Stay Safe - Instant Delivery,4.3
breadsdrugged,USD 24.99,Services,10 x Monero Silent Miner ! MINE XMR (STEALTH) USING INFECTED COMPUTERS Monero Miner + ANDROID MINER,4.9
breadsdrugged,USD 49.99,Other,SOCKS5 CLEAN PROXY - ANY Country | RESIDENTIAL SOCKS | 7 days Duration,4.9
DrunkDragon,USD 0.99,Other,Fortnite Account Cracking Pack,4.3
BitDark,USD 6.5,Genuine,VMware Workstation 16 Pro 2022 Lifetime Access,5.0
breadsdrugged,USD 9.99,Hacking,"Genesis Market Invite Code Cookies, Fingerprints, Bots, Paypal, Bank logs, Amazon genesis.market",4.9
HarleyQuinn,USD 1.99,Methods,GUIDE: Buying and Selling Bitcoin Anonymously & Coin Mixing to Avoid Blockchain Analysis,4.3
g3cko,USD 2,Cracked,Trojan Killer - full cracked version !,4.1
rvaska,USD 3.49,Exploit,GET ACCESS TO ANY PHONE BYPASS PASSCODE HACK ICLOUD - INSTANT DELIVERY,4.7
g3cko,USD 1.98,Genuine,Malwarebytes Anti-Malware - protect your PC,4.1
mrq1234,USD 3.96,Software,VIP ULTIMATE PACKAGE TO BUILD A FREELANCING BUSINESS 100$ VALUED!,5.0
Michelle,USD 2.99,Methods,How To Hack WifiOf Your Neighbor,4.7
TheDangerousTomato,USD 2.99,Methods,100% FUD Crypter Complete Guide,4.7
enjoymyaccounts,USD 7.99,Services,Twitter Likes x1000 Fast Services + Warranty,4.8
DrunkDragon,USD 0.99,Cracked,Videopusher 2.0.0,4.3
breadsdrugged,USD 9.99,Cracked,SOCKS5 CLEAN PROXY - ANY Country | RESIDENTIAL SOCKS | 1 day Duration,4.9
trustar,USD 0.99,Cracked,Photoshop CS6 Cracked with instructions instant delivery,4.8
g3cko,USD 10,Cracked,Passwords Pro,4.1
HarleyQuinn,USD 1.99,Malware,How To Make Your Own Mining Botnet - 5 pages - Instant delivery,4.3
mrq1234,USD 3.96,Software,SHOPIFY COMPLETE MEGAPACK - ECOMMERCE STARTUP + DROPSHIPPING 3 IN 1,5.0
breadsdrugged,USD 3.99,Hacking,ORIGINAL - EASY BITCOIN STEALER WITH SOURCE CODE + COMPLETE GUIDE,4.9
mrq1234,USD 3.96,Software,COMPLETE GUIDE TO MAKE MONEY ONLINE - 10000$ FROM HOME!,5.0
HarleyQuinn,USD 1.99,Other,Change Your MAC By One Click - Must Have For Security,4.3
breadsdrugged,USD 3.99,Malware,ANTIDETECT 7.3 + FRAUDFOX VM +4000Configs,4.9
g3cko,USD 1.98,Genuine,Incomedia Website X5 PRO (Portable) - CRACKED,4.1
breadsdrugged,USD 3.99,Cracked,ANTIDETECT 7.3 + FRAUDFOX VM +4000Configs,4.9
g3cko,USD 2.08,Genuine,Clean all traces - R-Wipe & Clean Corporate,4.1
breadsdrugged,USD 6.99,Services,LinkenSphere 6.7 MOD (7.0) - NEW GENERATION BROWSER FOR CARDING,4.9
g3cko,USD 1.98,Cracked,Activate any Windows or Office easy and for free,4.1
breadsdrugged,USD 24.99,Hacking,SOCKS5 CLEAN PROXY - ANY Country | RESIDENTIAL SOCKS | 3 days Duration,4.9
breadsdrugged,USD 2.99,Methods,LATEST Antidetect 7.3 +4000 CONFIGS,4.9
breadsdrugged,USD 29.99,Genuine,BENUMB INVITE CODE + LINK + KEY 100% VALID BEST CVV PRIVATE SHOP,4.9
DrunkDragon,USD 0.99,Malware,Amazon Phishing Page,4.3
breadsdrugged,USD 3.99,Services,EXTREMELY Detailed Amazon Refund Guide,4.9
breadsdrugged,USD 14.99,Services,xDEDIC RDP SOFTWARE + PATCHER + FULL RDP Video Tutorial,4.9
HarleyQuinn,USD 3.99,Methods,FREE WORLDWIDE 4G INTERNET (NEVER PAY AGAIN),4.3
times,USD 2.99,By,In Exploits,48
g3cko,USD 6,Cracked,"Mac - Adobe CC Master Collection 2020 , latest release !",4.1
KingAccount,USD 9.99,Services,Instagram Followers x2000 HIGH QUALITY - EXTRA Delivery - Warranty,5.0
digitalworld,USD 5.99,Services,-== Hidemyass Vpn premium account ==-,4.9
breadsdrugged,USD 24.99,Malware,10 x Monero Silent Miner ! MINE XMR (STEALTH) USING INFECTED COMPUTERS Monero Miner + ANDROID MINER,4.9
HarleyQuinn,USD 3.99,Malware,The Ultimate Blackmail Bitcoin Ransomware - Instant Delivery,4.3
breadsdrugged,USD 3.99,Cracked,$2752+ ULTIMATE POKER CC CASHOUT WORKS WORLDWIDE,4.9
BitDark,USD 4.5,Exploits,AWARD KEYLOGGER PRO 3.8 # MONITOR YOUR PC EASILY,5.0
HarleyQuinn,USD 2.99,Services,Lifetime FREE VPN!! Cyberghost VPN 6.0.5.2405 Preactivated /,4.3
Pegasus,USD 4.99,Hacking,Bruteforce Softwares For Hacking Any Account,3.7
g3cko,USD 1.98,Genuine,Process Lasso.Pro Cracked - speed up your PC,4.1
HarleyQuinn,USD 1.99,Methods,Ship Marijuana Safely - Instant Delivery,4.3
g3cko,USD 1.56,Cracked,Unlock Android Games - Lucky Patcher Apk Cracked,4.1
g3cko,USD 2.9,Genuine,CorelDRAW Graphics Suite 2019 - full cracked version !,4.1
HarleyQuinn,USD 1.69,Methods,Basic Mistakes That Lead To People Getting Arrested From Darknet,4.3
g3cko,USD 10.4,Hacking,Pack of Invisibility for Hackers,4.1
HarleyQuinn,USD 1.99,Malware,Anonfiles file scrapper,4.3
breadsdrugged,USD 4.99,Genuine,ANTIDETECT 7.3 + FRAUDFOX VM + 4000Configs + CCLEANERPRO,4.9
breadsdrugged,USD 3.99,Hacking,LATEST CC/CVV & FULLZ CASHOUT>ONLINE SHOPPING,4.9
blackmarket,USD 10,Other,Add $10 or more to Private System Social Media Services,5.0
Michelle,USD 3.99,Malware,New Bitcoin Stealer And Crypting Service,4.7
KingAccount,USD 4.99,Services,Instagram VIEWS x1000 HIGH QUALITY - EXTRA Delivery - Warranty,5.0
DrunkDragon,USD 0.99,Cracked,Malwarebytes Anti-Malware Premium,4.3
DrunkDragon,USD 0.99,Cracked,CCleaner Pro + Crack,4.3
breadsdrugged,USD 3.99,Other,GUIDE CC/CVV TO Western Union & Moneygram,4.9
breadsdrugged,USD 3.99,Cracked,EASY ONE CLICK MAC ADDRESS CHANGER - Windows A MUST HAVE FOR ALL FRAUDCARDING,4.9
statesfinestfungi,USD 1,Services,Tip Jar & Reviews,3.0
g3cko,USD 2.07,Other,Photoshop Portable Cracked,4.1
g3cko,USD 1.98,Cracked,Yamicsoft Windows 7 Manager,4.1
EUCarder,USD 17,Malware,Loki 2.0 Botnet,4.2
breadsdrugged,USD 3.99,Cracked,PRINT USPS/FEDEX/CANADA POST LABELS ANONYMOUS,4.9
HarleyQuinn,USD 1.99,Other,2021 Top 20 Sites To Get The Best Socks5 On The Planet!! - Instant Delivery,4.3
DrunkDragon,USD 0.99,Other,Amazon Brute Checker,4.3
breadsdrugged,USD 29.99,Malware,BENUMB INVITE CODE + LINK + KEY 100% VALID BEST CVV PRIVATE SHOP,4.9
g3cko,USD 1.98,Genuine,Protect your PC - Zemana AntiLogger,4.1
DrunkDragon,USD 0.99,Malware,DeviantArt Phishing Page,4.3
Fullzipp,USD 4,Malware,Virus Binders & Crypters | Make 0 Detected Virus or Malwares,3.0
g3cko,USD 10.4,Genuine,Aomei Partition - cracked,4.1
Michelle,USD 9.99,Malware,Botnet Giant Pack Pro Edition,4.7
mrq1234,USD 3.96,Software,"VIP ULTIMATE PACKAGE TO LEARN CODING PYTHON, JAVA, C#, C++, JAVASCRIPT,.. 200$ VALUE",5.0
KingAccount,USD 9.99,Services,Instagram VIEWS x2000 HIGH QUALITY - EXTRA Delivery - Warranty,5.0
g3cko,USD 1.98,Genuine,Ashampoo Burning Studio,4.1
g3cko,USD 2.08,Malware,Bitcoin Stealer guide + software,4.1
g3cko,USD 2.08,Genuine,Adobe Photoshop Touch for iPhone and iPad,4.1
breadsdrugged,USD 3.99,Hacking,LATEST CASHOUT GUIDE CC/CVV Paypal to BTC,4.9
times,USD 2.99,By,In Methods,48
HarleyQuinn,USD 1.99,Methods,Cyber Security Awareness Booklet for Citizens - Complete eBook - Instant Delivery,4.3
g3cko,USD 4.15,Cracked,Adobe PhotoShop & Illustrator CC 2019,4.1
katarinaa,USD 4,Other,"198k HQ CombolistMinecraft,Netfix,Spotify,Hulu,Deezer,Steam,PornHub,Crunchyroll,uPla",0.0
breadsdrugged,USD 4.99,Malware,CARDING MACHINE FULLZ + WIN 7 ! STOP BURNING YOUR CC/PP/BANK LOGS 99% NEW VERSION UPDATED,4.9
breadsdrugged,USD 3.99,Services,UPDATED - HOW TO SAFELY PASS COUNTERFEIT MONEY,4.9
mrq1234,USD 1.96,Software,RANDOM SUPRISE VALUABLE ITEM - 100% GUARANTEED PROFIT,5.0
DrunkDragon,USD 0.99,Genuine,MatchMe 3.3 Script,4.3
g3cko,USD 3.47,Methods,TOR - Beginners to Expert Guide,4.1
GoldApple,USD 4.99,Malware,Halifax Phishing Pages + Tutorial,5.0
g3cko,USD 1,Genuine,Mac - MUSIC REVOLUTION - VirtualDJ for Apple,4.1
breadsdrugged,USD 4.99,Exploit,ULTIMATE GUIDE Make BIG MONEY on DARKMARKETS,4.9
breadsdrugged,USD 3.99,Services,EASY ONE CLICK MAC ADDRESS CHANGER - Windows A MUST HAVE FOR ALL FRAUDCARDING,4.9
digitalworld,USD 5.99,Exploit,-== Remote desktop Connections No Admin Access WORLDWIDE ==-,4.9
mrq1234,USD 3.96,Software,SOFTWARE ALL IN ONE BUNDLE + PYTHON CODING BUNDLE - BUY 1 GET EVERYTHING,5.0
blackmarket,USD 6,Genuine,Adobe After Effects 2021 MAC,5.0
g3cko,USD 1.98,Genuine,Windows Firewall Control v4,4.1
DrunkDragon,USD 0.99,Other,Amazon Gift Card Checker,4.3
Fullzipp,USD 7,Other,MONITOR YOUR PC EASILY USING AWARD KEYLOGGER PRO 3.8,3.0
breadsdrugged,USD 14.99,Methods,CASHOUT YOUR STOLEN CC/PAYPAL IN XMR MONERO,4.9
DrunkDragon,USD 0.99,Other,Coinbase Brute Checker,4.3
EUCarder,USD 19,Malware,The Ultimate Blackmail Bitcoin Ransomwares (Source Codes),4.2
g3cko,USD 2.08,Cracked,Avast Premier 2017 with licence key - stay safe !,4.1
breadsdrugged,USD 4.99,Other,ANTIDETECT 7.3 + FRAUDFOX VM + 4000Configs + CCLEANERPRO,4.9
SocialMedia,USD 4.99,Genuine,Youtube Views Bot,4.7
KingAccount,USD 4.99,Services,Instagram Followers x1000 HIGH QUALITY - EXTRA Delivery - Warranty,5.0
g3cko,USD 10.39,Cracked,Mac - Megapack of NEW Mac APPs - volume 2,4.1
breadsdrugged,USD 3.99,Genuine,GUIDE CC/CVV TO Western Union & Moneygram,4.9
rvaska,USD 2.99,Genuine,Microsoft Windows 10 PRO x64 Preactivated Cracked - INSTANT DELIVERY,4.7
g3cko,USD 2.31,Methods,TOR: Exactly How to Remain Invisible on the Anonymous Deep W,4.1
DrunkDragon,USD 0.99,Other,Chaturbate Brute Checker,4.3
breadsdrugged,USD 3.99,Exploit,LATEST CC/CVV & FULLZ CASHOUT>ONLINE SHOPPING,4.9
mrq1234,USD 3.96,Software,DARKNET COMPLETE MEGAPACK - ALL DARKNET ITEMS- BIGGEST AND HIGHEST QUALITY,5.0
katarinaa,USD 7,Other,20k Combo list Epic Games Combolist,0.0
DrunkDragon,USD 0.99,Cracked,Ninja Blaster Cracked,4.3
katarinaa,USD 7,Other,"150K Private HQ Netflix,Spotify,Zenmate,Crunchyroll,Deezer and more",0.0
blackmarket,USD 6,Genuine,Adobe After Effects 2021 WINDOWS,5.0
EUCarder,USD 17,Cracked,Advanced ID Creator Enterprise v8.00.51.0,4.2
preet,USD 8.92,Cracked,!!* JCopHiroLive EMV Software *!!,5.0
k1to,USD 12.99,Malware,100 DDOS Tools | Premium - AUTO DELIVERY,4.7
breadsdrugged,USD 89.99,Methods,SOCKS5 CLEAN PROXY - ANY Country | RESIDENTIAL SOCKS | 14 days Duration,4.9
Michelle,USD 1.99,Methods,Neighbors Wifi Hacking,4.7
g3cko,USD 1.46,Genuine,Ardamax Keylogger - hidden spying in PC,4.1
TheDangerousTomato,USD 3.99,Methods,Complete Botnet Course [Learn Everything],4.7
HappyShopOrigi,USD 19.80,Hacking,BITCOIN STEALER FULL SOFTWARE+TUTORIAL VIDEO[2022],4.6
g3cko,USD 2.08,Genuine,Game Guru - easy make your own games !,4.1
HarleyQuinn,USD 1.99,Malware,Fake sms Bomber - sms Blaster - Fake sms Sender,4.3
mrq1234,USD 3.96,Software,VIP ULTIMATE PACKAGE TO LEARN FOREX AND STOCK TRADING WITH BONUSES 100$ VALUED!,5.0
Michelle,USD 3.99,Methods,How To Bypass 2fa On Paypal,4.7
Michelle,USD 3.99,Methods,Step By Step Paypal Cookie Tutorial,4.7
g3cko,USD 3.47,Methods,Hacking the Hacker,4.1
DrunkDragon,USD 0.99,Malware,Friendster Phishing Page,4.3
HarleyQuinn,USD 1.99,Methods,How To Hack Visa Pins!!! Learn How To Get That Pin Code And Start Making $$$$ (Advanced Guide),4.3
HarleyQuinn,USD 1.99,Other,Who Is On My WiFi Ultimate - Instant Delivery,4.3
mrq1234,USD 3.96,Software,OFFICE PRODUCTIVITY MEGAPACK - WORDS EXCEL POWERP GOOGLE ... 6 IN 1,5.0
trustar,USD 1.5,Cracked,CCleaner PRO cracked,4.8
DrunkDragon,USD 0.99,Other,UFC Brute Checker,4.3
HarleyQuinn,USD 3.99,Malware,[CRACK+GUIDE] FRAUDFOX VM | THE MOST ADVANCE ANTIDETECT TOOL,4.3
DrunkDragon,USD 0.99,Other,Datoo 1.1 Script,4.3
breadsdrugged,USD 14.99,Other,xDEDIC RDP SOFTWARE + PATCHER + FULL RDP Video Tutorial,4.9
TheDangerousTomato,USD 3.99,Methods,Ultimate Hacking Course [From Zero To Hero],4.7
enjoymyaccounts,USD 24.99,Services,Instagram Likes x5000 Fast Services + Warranty,4.8
breadsdrugged,USD 3.99,Genuine,UBER FRAUD PACK > MAKE $2500 MONTHL,4.9
mrq1234,USD 4.96,Software,SPORT BETTING TIPSTER - 100% GUARANTEED PROFIT - HIT OR REFUND,5.0
g3cko,USD 4.62,Cracked,"Audials One 2020 - Enjoy Music, Movies, Videos & Radio Stati",4.1
breadsdrugged,USD 3.99,Genuine,ORIGINAL - EASY BITCOIN STEALER WITH SOURCE CODE + COMPLETE GUIDE,4.9
g3cko,USD 1.98,Cracked,Portable WEB editor - make your POSSIBLE SCAM DO NOT CLICK page,4.1
